step,day,hour,water_uptake_rate,transpiration_rate,evapotranspiration,water_availability,root_water_potential,leaf_water_potential,hydraulic_conductance,crop_coefficient,cumulative_water_uptake,daily_water_uptake,cumulative_transpiration,daily_transpiration,step_count,last_update
162,7,17,0.0023,0.0023,0.0387,0.9944,-0.1078,-0.8100,0.1735,0.2163,0.6772,0.0763,0.6771,0.0763,324,2025-10-17T21:54:02.322334
163,7,18,0.0023,0.0023,0.0389,0.9944,-0.1078,-0.8114,0.1742,0.2173,0.6819,0.0810,0.6818,0.0809,326,2025-10-17T21:54:02.344499
164,7,19,0.0023,0.0023,0.0391,0.9944,-0.1079,-0.8127,0.1748,0.2183,0.6866,0.0856,0.6865,0.0856,328,2025-10-17T21:54:02.367172
165,7,20,0.0024,0.0024,0.0393,0.9943,-0.1079,-0.8141,0.1755,0.2192,0.6913,0.0903,0.6912,0.0903,330,2025-10-17T21:54:02.387997
166,7,21,0.0024,0.0024,0.0394,0.9943,-0.1079,-0.8152,0.1760,0.2200,0.6960,0.0951,0.6959,0.0950,332,2025-10-17T21:54:02.410379
167,7,22,0.0024,0.0024,0.0395,0.9943,-0.1080,-0.8161,0.1764,0.2206,0.7007,0.0998,0.7006,0.0998,334,2025-10-17T21:54:02.431006
168,7,23,0.0024,0.0024,0.0396,0.9943,-0.1080,-0.8169,0.1768,0.2212,0.7055,0.1046,0.7054,0.1045,336,2025-10-17T21:54:02.451662
169,8,0,0.0025,0.0025,0.0412,0.9941,-0.1083,-0.8299,0.1772,0.2218,0.7104,0.0000,0.7103,0.0000,338,2025-10-17T21:54:02.475119
170,8,1,0.0025,0.0025,0.0414,0.9940,-0.1083,-0.8309,0.1777,0.2225,0.7154,0.0050,0.7153,0.0050,340,2025-10-17T21:54:02.495730
171,8,2,0.0025,0.0025,0.0415,0.9940,-0.1084,-0.8318,0.1781,0.2231,0.7204,0.0099,0.7202,0.0099,342,2025-10-17T21:54:02.516158
172,8,3,0.0025,0.0025,0.0416,0.9940,-0.1084,-0.8328,0.1785,0.2237,0.7254,0.0149,0.7252,0.0149,344,2025-10-17T21:54:02.538066
173,8,4,0.0025,0.0025,0.0417,0.9940,-0.1084,-0.8338,0.1790,0.2244,0.7304,0.0199,0.7302,0.0199,346,2025-10-17T21:54:02.560023
174,8,5,0.0025,0.0025,0.0418,0.9940,-0.1084,-0.8347,0.1794,0.2250,0.7354,0.0249,0.7352,0.0249,348,2025-10-17T21:54:02.581054
175,8,6,0.0025,0.0025,0.0420,0.9940,-0.1085,-0.8356,0.1798,0.2257,0.7404,0.0300,0.7403,0.0300,350,2025-10-17T21:54:02.601028
176,8,7,0.0025,0.0025,0.0421,0.9939,-0.1085,-0.8366,0.1803,0.2263,0.7454,0.0350,0.7453,0.0350,352,2025-10-17T21:54:02.620782
177,8,8,0.0025,0.0025,0.0422,0.9939,-0.1085,-0.8375,0.1807,0.2269,0.7505,0.0401,0.7504,0.0400,354,2025-10-17T21:54:02.640763
178,8,9,0.0025,0.0025,0.0423,0.9939,-0.1085,-0.8385,0.1811,0.2275,0.7556,0.0451,0.7554,0.0451,356,2025-10-17T21:54:02.660633
179,8,10,0.0025,0.0025,0.0424,0.9939,-0.1086,-0.8394,0.1815,0.2282,0.7607,0.0502,0.7605,0.0502,358,2025-10-17T21:54:02.681127
180,8,11,0.0026,0.0026,0.0425,0.9939,-0.1086,-0.8403,0.1820,0.2288,0.7658,0.0553,0.7656,0.0553,360,2025-10-17T21:54:02.701632
181,8,12,0.0026,0.0026,0.0427,0.9939,-0.1086,-0.8412,0.1824,0.2294,0.7709,0.0604,0.7707,0.0604,362,2025-10-17T21:54:02.722191
182,8,13,0.0026,0.0026,0.0428,0.9938,-0.1086,-0.8421,0.1828,0.2300,0.7760,0.0656,0.7758,0.0655,364,2025-10-17T21:54:02.744240
183,8,14,0.0026,0.0026,0.0429,0.9938,-0.1087,-0.8432,0.1833,0.2307,0.7811,0.0707,0.7810,0.0707,366,2025-10-17T21:54:02.766077
184,8,15,0.0026,0.0026,0.0430,0.9938,-0.1087,-0.8441,0.1837,0.2313,0.7863,0.0759,0.7861,0.0758,368,2025-10-17T21:54:02.786525
185,8,16,0.0026,0.0026,0.0431,0.9938,-0.1087,-0.8450,0.1841,0.2319,0.7915,0.0810,0.7913,0.0810,370,2025-10-17T21:54:02.809202
186,8,17,0.0026,0.0026,0.0432,0.9938,-0.1087,-0.8459,0.1845,0.2325,0.7966,0.0862,0.7965,0.0862,372,2025-10-17T21:54:02.829672
187,8,18,0.0026,0.0026,0.0433,0.9938,-0.1087,-0.8468,0.1849,0.2331,0.8018,0.0914,0.8017,0.0914,374,2025-10-17T21:54:02.851517
188,8,19,0.0026,0.0026,0.0435,0.9937,-0.1088,-0.8477,0.1853,0.2337,0.8070,0.0966,0.8069,0.0966,376,2025-10-17T21:54:02.874228
189,8,20,0.0026,0.0026,0.0436,0.9937,-0.1088,-0.8485,0.1857,0.2343,0.8123,0.1018,0.8121,0.1018,378,2025-10-17T21:54:02.895005
190,8,21,0.0026,0.0026,0.0437,0.9937,-0.1088,-0.8494,0.1861,0.2349,0.8175,0.1071,0.8174,0.1070,380,2025-10-17T21:54:02.915549
191,8,22,0.0026,0.0026,0.0438,0.9937,-0.1088,-0.8503,0.1865,0.2355,0.8228,0.1123,0.8226,0.1123,382,2025-10-17T21:54:02.937232
192,8,23,0.0026,0.0026,0.0439,0.9937,-0.1089,-0.8511,0.1869,0.2361,0.8280,0.1176,0.8279,0.1175,384,2025-10-17T21:54:02.959707
193,9,0,0.0025,0.0025,0.0418,0.9940,-0.1084,-0.8348,0.1872,0.2367,0.8330,0.0000,0.8329,0.0000,386,2025-10-17T21:54:02.980764
194,9,1,0.0025,0.0025,0.0419,0.9940,-0.1085,-0.8355,0.1876,0.2372,0.8381,0.0050,0.8379,0.0050,388,2025-10-17T21:54:03.002315
195,9,2,0.0025,0.0025,0.0420,0.9939,-0.1085,-0.8362,0.1879,0.2377,0.8431,0.0101,0.8429,0.0101,390,2025-10-17T21:54:03.022856
196,9,3,0.0025,0.0025,0.0421,0.9939,-0.1085,-0.8369,0.1883,0.2382,0.8482,0.0151,0.8480,0.0151,392,2025-10-17T21:54:03.046044
197,9,4,0.0025,0.0025,0.0422,0.9939,-0.1085,-0.8377,0.1886,0.2387,0.8532,0.0202,0.8530,0.0202,394,2025-10-17T21:54:03.067286
198,9,5,0.0025,0.0025,0.0423,0.9939,-0.1085,-0.8384,0.1889,0.2392,0.8583,0.0253,0.8581,0.0252,396,2025-10-17T21:54:03.088697
199,9,6,0.0025,0.0025,0.0424,0.9939,-0.1085,-0.8391,0.1893,0.2397,0.8634,0.0303,0.8632,0.0303,398,2025-10-17T21:54:03.109150
200,9,7,0.0025,0.0025,0.0425,0.9939,-0.1086,-0.8398,0.1896,0.2402,0.8685,0.0354,0.8683,0.0354,400,2025-10-17T21:54:03.129649
201,9,8,0.0026,0.0026,0.0426,0.9939,-0.1086,-0.8405,0.1899,0.2407,0.8736,0.0405,0.8734,0.0405,402,2025-10-17T21:54:03.152652
202,9,9,0.0026,0.0026,0.0426,0.9939,-0.1086,-0.8412,0.1903,0.2412,0.8787,0.0456,0.8785,0.0456,404,2025-10-17T21:54:03.174661
203,9,10,0.0026,0.0026,0.0427,0.9938,-0.1086,-0.8419,0.1906,0.2417,0.8838,0.0508,0.8836,0.0508,406,2025-10-17T21:54:03.194969
204,9,11,0.0026,0.0026,0.0428,0.9938,-0.1086,-0.8426,0.1909,0.2422,0.8889,0.0559,0.8888,0.0559,408,2025-10-17T21:54:03.215119
205,9,12,0.0026,0.0026,0.0429,0.9938,-0.1087,-0.8433,0.1912,0.2427,0.8941,0.0611,0.8939,0.0610,410,2025-10-17T21:54:03.235969
206,9,13,0.0026,0.0026,0.0430,0.9938,-0.1087,-0.8440,0.1916,0.2432,0.8992,0.0662,0.8991,0.0662,412,2025-10-17T21:54:03.256222
207,9,14,0.0026,0.0026,0.0431,0.9938,-0.1087,-0.8447,0.1919,0.2436,0.9044,0.0714,0.9042,0.0714,414,2025-10-17T21:54:03.276797
208,9,15,0.0026,0.0026,0.0432,0.9938,-0.1087,-0.8453,0.1922,0.2441,0.9096,0.0765,0.9094,0.0765,416,2025-10-17T21:54:03.298135
209,9,16,0.0026,0.0026,0.0433,0.9938,-0.1087,-0.8460,0.1925,0.2446,0.9148,0.0817,0.9146,0.0817,418,2025-10-17T21:54:03.320307
210,9,17,0.0026,0.0026,0.0433,0.9938,-0.1087,-0.8467,0.1928,0.2451,0.9200,0.0869,0.9198,0.0869,420,2025-10-17T21:54:03.342826
211,9,18,0.0026,0.0026,0.0434,0.9937,-0.1088,-0.8474,0.1932,0.2456,0.9252,0.0921,0.9250,0.0921,422,2025-10-17T21:54:03.363445
212,9,19,0.0026,0.0026,0.0435,0.9937,-0.1088,-0.8480,0.1935,0.2460,0.9304,0.0974,0.9302,0.0973,424,2025-10-17T21:54:03.385649
213,9,20,0.0026,0.0026,0.0436,0.9937,-0.1088,-0.8487,0.1938,0.2465,0.9356,0.1026,0.9354,0.1026,426,2025-10-17T21:54:03.408183
214,9,21,0.0026,0.0026,0.0438,0.9937,-0.1088,-0.8504,0.1946,0.2477,0.9409,0.1078,0.9407,0.1078,428,2025-10-17T21:54:03.428713
215,9,22,0.0026,0.0026,0.0440,0.9937,-0.1089,-0.8522,0.1954,0.2490,0.9461,0.1131,0.9459,0.1131,430,2025-10-17T21:54:03.450689
216,9,23,0.0027,0.0027,0.0442,0.9936,-0.1089,-0.8539,0.1962,0.2502,0.9514,0.1184,0.9512,0.1184,432,2025-10-17T21:54:03.474476
217,10,0,0.0022,0.0022,0.0372,0.9946,-0.1075,-0.7976,0.1970,0.2514,0.9559,0.0000,0.9557,0.0000,434,2025-10-17T21:54:03.496559
218,10,1,0.0022,0.0022,0.0374,0.9946,-0.1075,-0.7991,0.1978,0.2527,0.9604,0.0045,0.9602,0.0045,436,2025-10-17T21:54:03.516705
219,10,2,0.0023,0.0023,0.0376,0.9946,-0.1076,-0.8007,0.1987,0.2540,0.9649,0.0090,0.9647,0.0090,438,2025-10-17T21:54:03.537427
220,10,3,0.0023,0.0023,0.0378,0.9946,-0.1076,-0.8022,0.1995,0.2552,0.9694,0.0135,0.9692,0.0135,440,2025-10-17T21:54:03.558123
221,10,4,0.0023,0.0023,0.0380,0.9945,-0.1077,-0.8037,0.2003,0.2565,0.9739,0.0180,0.9737,0.0180,442,2025-10-17T21:54:03.580146
222,10,5,0.0023,0.0023,0.0381,0.9945,-0.1077,-0.8052,0.2012,0.2578,0.9785,0.0226,0.9783,0.0226,444,2025-10-17T21:54:03.600908
223,10,6,0.0023,0.0023,0.0383,0.9945,-0.1077,-0.8061,0.2017,0.2586,0.9831,0.0272,0.9829,0.0272,446,2025-10-17T21:54:03.621512
224,10,7,0.0023,0.0023,0.0384,0.9945,-0.1077,-0.8070,0.2022,0.2593,0.9877,0.0318,0.9875,0.0318,448,2025-10-17T21:54:03.642165
225,10,8,0.0023,0.0023,0.0385,0.9945,-0.1078,-0.8079,0.2027,0.2601,0.9923,0.0364,0.9921,0.0364,450,2025-10-17T21:54:03.662185
226,10,9,0.0023,0.0023,0.0386,0.9944,-0.1078,-0.8089,0.2032,0.2609,0.9969,0.0410,0.9967,0.0410,452,2025-10-17T21:54:03.682760
227,10,10,0.0023,0.0023,0.0387,0.9944,-0.1078,-0.8098,0.2037,0.2616,1.0016,0.0457,1.0014,0.0457,454,2025-10-17T21:54:03.704974
228,10,11,0.0023,0.0023,0.0388,0.9944,-0.1078,-0.8107,0.2042,0.2624,1.0062,0.0503,1.0060,0.0503,456,2025-10-17T21:54:03.726730
229,10,12,0.0023,0.0023,0.0389,0.9944,-0.1079,-0.8116,0.2046,0.2632,1.0109,0.0550,1.0107,0.0550,458,2025-10-17T21:54:03.747380
230,10,13,0.0023,0.0023,0.0391,0.9944,-0.1079,-0.8125,0.2051,0.2639,1.0156,0.0597,1.0154,0.0597,460,2025-10-17T21:54:03.767785
231,10,14,0.0024,0.0024,0.0392,0.9944,-0.1079,-0.8133,0.2056,0.2647,1.0203,0.0644,1.0201,0.0644,462,2025-10-17T21:54:03.787837
232,10,15,0.0024,0.0024,0.0393,0.9943,-0.1079,-0.8142,0.2061,0.2654,1.0250,0.0691,1.0248,0.0691,464,2025-10-17T21:54:03.807609
233,10,16,0.0024,0.0024,0.0394,0.9943,-0.1079,-0.8151,0.2066,0.2662,1.0297,0.0738,1.0295,0.0738,466,2025-10-17T21:54:03.828569
234,10,17,0.0024,0.0024,0.0395,0.9943,-0.1080,-0.8160,0.2070,0.2669,1.0344,0.0786,1.0342,0.0785,468,2025-10-17T21:54:03.849086
235,10,18,0.0024,0.0024,0.0396,0.9943,-0.1080,-0.8168,0.2075,0.2676,1.0392,0.0833,1.0390,0.0833,470,2025-10-17T21:54:03.868989
236,10,19,0.0024,0.0024,0.0397,0.9943,-0.1080,-0.8177,0.2080,0.2684,1.0439,0.0881,1.0437,0.0880,472,2025-10-17T21:54:03.889603
237,10,20,0.0024,0.0024,0.0398,0.9943,-0.1080,-0.8186,0.2085,0.2691,1.0487,0.0928,1.0485,0.0928,474,2025-10-17T21:54:03.909769
238,10,21,0.0024,0.0024,0.0399,0.9942,-0.1081,-0.8194,0.2089,0.2698,1.0535,0.0976,1.0533,0.0976,476,2025-10-17T21:54:03.930460
239,10,22,0.0024,0.0024,0.0400,0.9942,-0.1081,-0.8203,0.2094,0.2705,1.0583,0.1024,1.0581,0.1024,478,2025-10-17T21:54:03.952616
240,10,23,0.0024,0.0024,0.0401,0.9942,-0.1081,-0.8211,0.2098,0.2713,1.0631,0.1072,1.0629,0.1072,480,2025-10-17T21:54:03.974848
241,11,0,0.0031,0.0031,0.0520,0.9925,-0.1105,-0.9159,0.2103,0.2720,1.0694,0.0000,1.0691,0.0000,482,2025-10-17T21:54:03.997600
242,11,1,0.0031,0.0031,0.0521,0.9925,-0.1105,-0.9170,0.2107,0.2727,1.0756,0.0062,1.0754,0.0062,484,2025-10-17T21:54:04.018421
243,11,2,0.0031,0.0031,0.0523,0.9925,-0.1105,-0.9182,0.2112,0.2735,1.0819,0.0125,1.0816,0.0125,486,2025-10-17T21:54:04.040296
244,11,3,0.0031,0.0031,0.0524,0.9925,-0.1106,-0.9193,0.2117,0.2742,1.0882,0.0188,1.0879,0.0188,488,2025-10-17T21:54:04.060904
245,11,4,0.0032,0.0032,0.0525,0.9924,-0.1106,-0.9203,0.2121,0.2749,1.0944,0.0251,1.0942,0.0251,490,2025-10-17T21:54:04.082696
246,11,5,0.0032,0.0032,0.0527,0.9924,-0.1106,-0.9214,0.2126,0.2755,1.1008,0.0314,1.1005,0.0314,492,2025-10-17T21:54:04.104445
247,11,6,0.0032,0.0032,0.0528,0.9924,-0.1106,-0.9224,0.2130,0.2762,1.1071,0.0377,1.1068,0.0377,494,2025-10-17T21:54:04.126393
248,11,7,0.0032,0.0032,0.0529,0.9924,-0.1107,-0.9234,0.2134,0.2769,1.1134,0.0441,1.1132,0.0441,496,2025-10-17T21:54:04.148856
249,11,8,0.0032,0.0032,0.0531,0.9924,-0.1107,-0.9245,0.2139,0.2776,1.1198,0.0504,1.1195,0.0504,498,2025-10-17T21:54:04.169323
250,11,9,0.0032,0.0032,0.0532,0.9923,-0.1107,-0.9255,0.2143,0.2782,1.1262,0.0568,1.1259,0.0568,500,2025-10-17T21:54:04.191451
251,11,10,0.0032,0.0032,0.0533,0.9923,-0.1108,-0.9265,0.2147,0.2789,1.1326,0.0632,1.1323,0.0632,502,2025-10-17T21:54:04.218280
252,11,11,0.0032,0.0032,0.0534,0.9923,-0.1108,-0.9275,0.2151,0.2796,1.1390,0.0696,1.1387,0.0696,504,2025-10-17T21:54:04.238870
253,11,12,0.0032,0.0032,0.0536,0.9923,-0.1108,-0.9286,0.2155,0.2802,1.1454,0.0760,1.1451,0.0760,506,2025-10-17T21:54:04.260666
254,11,13,0.0032,0.0032,0.0537,0.9923,-0.1108,-0.9296,0.2160,0.2809,1.1518,0.0825,1.1516,0.0825,508,2025-10-17T21:54:04.282603
255,11,14,0.0032,0.0032,0.0538,0.9922,-0.1109,-0.9306,0.2164,0.2816,1.1583,0.0889,1.1580,0.0889,510,2025-10-17T21:54:04.303072
256,11,15,0.0032,0.0032,0.0539,0.9922,-0.1109,-0.9316,0.2168,0.2822,1.1648,0.0954,1.1645,0.0954,512,2025-10-17T21:54:04.325743
257,11,16,0.0032,0.0032,0.0541,0.9922,-0.1109,-0.9326,0.2172,0.2829,1.1712,0.1019,1.1710,0.1019,514,2025-10-17T21:54:04.347733
258,11,17,0.0033,0.0033,0.0542,0.9922,-0.1109,-0.9335,0.2176,0.2835,1.1777,0.1084,1.1775,0.1084,516,2025-10-17T21:54:04.370618
259,11,18,0.0033,0.0033,0.0543,0.9922,-0.1110,-0.9345,0.2180,0.2841,1.1843,0.1149,1.1840,0.1149,518,2025-10-17T21:54:04.391306
260,11,19,0.0033,0.0033,0.0544,0.9922,-0.1110,-0.9355,0.2184,0.2848,1.1908,0.1214,1.1905,0.1214,520,2025-10-17T21:54:04.411691
261,11,20,0.0033,0.0033,0.0546,0.9921,-0.1110,-0.9365,0.2188,0.2854,1.1973,0.1280,1.1970,0.1279,522,2025-10-17T21:54:04.432120
262,11,21,0.0033,0.0033,0.0547,0.9921,-0.1110,-0.9374,0.2192,0.2861,1.2039,0.1345,1.2036,0.1345,524,2025-10-17T21:54:04.452520
263,11,22,0.0033,0.0033,0.0548,0.9921,-0.1111,-0.9384,0.2196,0.2867,1.2105,0.1411,1.2102,0.1411,526,2025-10-17T21:54:04.473064
264,11,23,0.0033,0.0033,0.0549,0.9921,-0.1111,-0.9394,0.2200,0.2873,1.2170,0.1477,1.2167,0.1476,528,2025-10-17T21:54:04.495866
265,12,0,0.0031,0.0031,0.0522,0.9925,-0.1105,-0.9174,0.2204,0.2879,1.2233,0.0000,1.2230,0.0000,530,2025-10-17T21:54:04.517631
266,12,1,0.0031,0.0031,0.0523,0.9925,-0.1105,-0.9184,0.2208,0.2886,1.2296,0.0063,1.2293,0.0063,532,2025-10-17T21:54:04.538043
267,12,2,0.0031,0.0031,0.0524,0.9924,-0.1106,-0.9193,0.2212,0.2892,1.2358,0.0126,1.2356,0.0126,534,2025-10-17T21:54:04.558492
268,12,3,0.0032,0.0032,0.0525,0.9924,-0.1106,-0.9203,0.2216,0.2899,1.2421,0.0189,1.2419,0.0188,536,2025-10-17T21:54:04.578921
269,12,4,0.0032,0.0032,0.0526,0.9924,-0.1106,-0.9212,0.2220,0.2905,1.2485,0.0252,1.2482,0.0252,538,2025-10-17T21:54:04.600776
270,12,5,0.0032,0.0032,0.0528,0.9924,-0.1106,-0.9221,0.2224,0.2912,1.2548,0.0315,1.2545,0.0315,540,2025-10-17T21:54:04.621445
271,12,6,0.0032,0.0032,0.0529,0.9924,-0.1107,-0.9230,0.2228,0.2918,1.2611,0.0378,1.2608,0.0378,542,2025-10-17T21:54:04.643208
272,12,7,0.0032,0.0032,0.0530,0.9924,-0.1107,-0.9240,0.2232,0.2924,1.2675,0.0442,1.2672,0.0442,544,2025-10-17T21:54:04.663683
273,12,8,0.0032,0.0032,0.0533,0.9923,-0.1107,-0.9263,0.2242,0.2940,1.2739,0.0506,1.2736,0.0506,546,2025-10-17T21:54:04.684155
274,12,9,0.0032,0.0032,0.0536,0.9923,-0.1108,-0.9286,0.2252,0.2956,1.2803,0.0570,1.2800,0.0570,548,2025-10-17T21:54:04.704669
275,12,10,0.0032,0.0032,0.0539,0.9922,-0.1109,-0.9310,0.2262,0.2972,1.2867,0.0634,1.2864,0.0634,550,2025-10-17T21:54:04.726546
276,12,11,0.0033,0.0032,0.0542,0.9922,-0.1109,-0.9333,0.2271,0.2988,1.2932,0.0699,1.2929,0.0699,552,2025-10-17T21:54:04.747183
277,12,12,0.0033,0.0033,0.0544,0.9922,-0.1110,-0.9356,0.2281,0.3004,1.2997,0.0764,1.2994,0.0764,554,2025-10-17T21:54:04.767602
278,12,13,0.0033,0.0033,0.0547,0.9921,-0.1110,-0.9378,0.2291,0.3020,1.3063,0.0830,1.3060,0.0830,556,2025-10-17T21:54:04.788159
279,12,14,0.0033,0.0033,0.0550,0.9921,-0.1111,-0.9401,0.2300,0.3036,1.3129,0.0896,1.3125,0.0895,558,2025-10-17T21:54:04.810652
280,12,15,0.0033,0.0033,0.0553,0.9920,-0.1112,-0.9424,0.2310,0.3051,1.3195,0.0962,1.3192,0.0962,560,2025-10-17T21:54:04.831079
281,12,16,0.0033,0.0033,0.0556,0.9920,-0.1112,-0.9446,0.2319,0.3067,1.3261,0.1028,1.3258,0.1028,562,2025-10-17T21:54:04.853169
282,12,17,0.0034,0.0034,0.0559,0.9920,-0.1113,-0.9469,0.2329,0.3082,1.3328,0.1095,1.3325,0.1095,564,2025-10-17T21:54:04.875161
283,12,18,0.0034,0.0034,0.0560,0.9919,-0.1113,-0.9482,0.2334,0.3091,1.3395,0.1163,1.3392,0.1162,566,2025-10-17T21:54:04.896697
284,12,19,0.0034,0.0034,0.0562,0.9919,-0.1113,-0.9496,0.2340,0.3101,1.3463,0.1230,1.3460,0.1229,568,2025-10-17T21:54:04.918668
285,12,20,0.0034,0.0034,0.0564,0.9919,-0.1114,-0.9509,0.2346,0.3110,1.3530,0.1297,1.3527,0.1297,570,2025-10-17T21:54:04.940553
286,12,21,0.0034,0.0034,0.0565,0.9919,-0.1114,-0.9522,0.2351,0.3119,1.3598,0.1365,1.3595,0.1365,572,2025-10-17T21:54:04.963937
287,12,22,0.0034,0.0034,0.0567,0.9918,-0.1114,-0.9536,0.2357,0.3129,1.3666,0.1433,1.3663,0.1433,574,2025-10-17T21:54:04.984230
288,12,23,0.0034,0.0034,0.0569,0.9918,-0.1115,-0.9549,0.2362,0.3138,1.3734,0.1501,1.3731,0.1501,576,2025-10-17T21:54:05.004609
289,13,0,0.0039,0.0039,0.0647,0.9907,-0.1130,-1.0174,0.2368,0.3147,1.3812,0.0000,1.3808,0.0000,578,2025-10-17T21:54:05.026761
290,13,1,0.0039,0.0039,0.0648,0.9907,-0.1131,-1.0188,0.2373,0.3155,1.3889,0.0078,1.3886,0.0078,580,2025-10-17T21:54:05.047319
291,13,2,0.0039,0.0039,0.0650,0.9906,-0.1131,-1.0202,0.2378,0.3164,1.3967,0.0156,1.3964,0.0156,582,2025-10-17T21:54:05.067817
292,13,3,0.0039,0.0039,0.0652,0.9906,-0.1131,-1.0216,0.2383,0.3172,1.4046,0.0234,1.4042,0.0234,584,2025-10-17T21:54:05.089575
293,13,4,0.0039,0.0039,0.0654,0.9906,-0.1132,-1.0230,0.2388,0.3181,1.4124,0.0312,1.4120,0.0312,586,2025-10-17T21:54:05.112181
294,13,5,0.0039,0.0039,0.0655,0.9906,-0.1132,-1.0244,0.2393,0.3189,1.4203,0.0391,1.4199,0.0391,588,2025-10-17T21:54:05.133865
295,13,6,0.0039,0.0039,0.0657,0.9905,-0.1133,-1.0257,0.2399,0.3198,1.4281,0.0470,1.4278,0.0469,590,2025-10-17T21:54:05.155712
296,13,7,0.0040,0.0040,0.0659,0.9905,-0.1133,-1.0271,0.2403,0.3206,1.4360,0.0549,1.4357,0.0548,592,2025-10-17T21:54:05.176274
297,13,8,0.0040,0.0040,0.0661,0.9905,-0.1133,-1.0285,0.2408,0.3214,1.4439,0.0628,1.4436,0.0628,594,2025-10-17T21:54:05.196662
298,13,9,0.0040,0.0040,0.0662,0.9905,-0.1134,-1.0298,0.2413,0.3222,1.4519,0.0707,1.4515,0.0707,596,2025-10-17T21:54:05.216996
299,13,10,0.0040,0.0040,0.0664,0.9904,-0.1134,-1.0312,0.2418,0.3231,1.4598,0.0787,1.4595,0.0786,598,2025-10-17T21:54:05.238065
300,13,11,0.0040,0.0040,0.0666,0.9904,-0.1134,-1.0325,0.2423,0.3239,1.4678,0.0867,1.4675,0.0866,600,2025-10-17T21:54:05.259751
301,13,12,0.0040,0.0040,0.0667,0.9904,-0.1135,-1.0338,0.2428,0.3247,1.4758,0.0947,1.4755,0.0946,602,2025-10-17T21:54:05.280205
302,13,13,0.0040,0.0040,0.0669,0.9904,-0.1135,-1.0353,0.2433,0.3256,1.4838,0.1027,1.4835,0.1026,604,2025-10-17T21:54:05.301844
303,13,14,0.0040,0.0040,0.0671,0.9903,-0.1135,-1.0367,0.2438,0.3264,1.4919,0.1107,1.4915,0.1107,606,2025-10-17T21:54:05.323898
304,13,15,0.0040,0.0040,0.0672,0.9903,-0.1136,-1.0380,0.2443,0.3272,1.5000,0.1188,1.4996,0.1187,608,2025-10-17T21:54:05.345506
305,13,16,0.0040,0.0040,0.0674,0.9903,-0.1136,-1.0393,0.2448,0.3280,1.5080,0.1269,1.5077,0.1268,610,2025-10-17T21:54:05.366226
306,13,17,0.0041,0.0041,0.0676,0.9903,-0.1136,-1.0406,0.2452,0.3288,1.5161,0.1350,1.5158,0.1349,612,2025-10-17T21:54:05.386186
307,13,18,0.0041,0.0041,0.0677,0.9902,-0.1137,-1.0419,0.2457,0.3296,1.5243,0.1431,1.5239,0.1430,614,2025-10-17T21:54:05.406692
308,13,19,0.0041,0.0041,0.0679,0.9902,-0.1137,-1.0432,0.2462,0.3304,1.5324,0.1512,1.5320,0.1512,616,2025-10-17T21:54:05.428712
309,13,20,0.0041,0.0041,0.0681,0.9902,-0.1137,-1.0445,0.2466,0.3311,1.5406,0.1594,1.5402,0.1593,618,2025-10-17T21:54:05.451074
310,13,21,0.0041,0.0041,0.0682,0.9902,-0.1138,-1.0457,0.2471,0.3319,1.5487,0.1676,1.5483,0.1675,620,2025-10-17T21:54:05.471718
311,13,22,0.0041,0.0041,0.0684,0.9902,-0.1138,-1.0470,0.2476,0.3327,1.5569,0.1758,1.5565,0.1757,622,2025-10-17T21:54:05.493564
312,13,23,0.0041,0.0041,0.0685,0.9901,-0.1138,-1.0483,0.2480,0.3335,1.5651,0.1840,1.5648,0.1839,624,2025-10-17T21:54:05.515209
313,14,0,0.0044,0.0044,0.0727,0.9895,-0.1147,-1.0818,0.2485,0.3342,1.5739,0.0000,1.5735,0.0000,626,2025-10-17T21:54:05.536248
314,14,1,0.0044,0.0044,0.0729,0.9895,-0.1147,-1.0833,0.2489,0.3350,1.5826,0.0087,1.5822,0.0087,628,2025-10-17T21:54:05.556922
315,14,2,0.0044,0.0044,0.0731,0.9895,-0.1147,-1.0847,0.2494,0.3358,1.5914,0.0175,1.5910,0.0175,630,2025-10-17T21:54:05.577401
316,14,3,0.0044,0.0044,0.0733,0.9894,-0.1148,-1.0861,0.2499,0.3367,1.6002,0.0263,1.5998,0.0263,632,2025-10-17T21:54:05.597954
317,14,4,0.0044,0.0044,0.0734,0.9894,-0.1148,-1.0875,0.2504,0.3375,1.6090,0.0351,1.6086,0.0351,634,2025-10-17T21:54:05.620234
318,14,5,0.0044,0.0044,0.0736,0.9894,-0.1148,-1.0889,0.2508,0.3382,1.6178,0.0439,1.6174,0.0439,636,2025-10-17T21:54:05.640603
319,14,6,0.0044,0.0044,0.0738,0.9894,-0.1149,-1.0902,0.2513,0.3390,1.6266,0.0528,1.6262,0.0527,638,2025-10-17T21:54:05.661127
320,14,7,0.0044,0.0044,0.0740,0.9893,-0.1149,-1.0916,0.2518,0.3398,1.6355,0.0616,1.6351,0.0616,640,2025-10-17T21:54:05.681539
