step,day,hour,lai,leaf_area,canopy_height,canopy_width,ground_coverage,light_extinction_coefficient,sunlit_leaf_fraction,shaded_leaf_fraction,light_interception_efficiency,temperature_gradient,humidity_gradient,wind_speed_reduction,cumulative_light_interception,daily_light_interception,step_count,last_update
594,25,17,2.3867,0.2864,0.0998,0.5052,0.7612,0.7990,0.7926,0.2074,0.7267,0.9547,0.0000,0.4773,576.8742,21.7224,1188,2025-10-17T21:51:41.765424
595,25,18,2.3898,0.2868,0.0999,0.5056,0.7616,0.7990,0.7924,0.2076,0.7271,0.9559,0.0000,0.4780,578.1573,23.0054,1190,2025-10-17T21:51:41.784540
596,25,19,2.3930,0.2872,0.0999,0.5059,0.7621,0.7990,0.7912,0.2088,0.7274,0.9572,0.0000,0.4786,579.4409,24.2891,1192,2025-10-17T21:51:41.803900
597,25,20,2.3961,0.2875,0.1000,0.5062,0.7625,0.7990,0.7919,0.2081,0.7277,0.9584,0.0000,0.4792,580.7251,25.5733,1194,2025-10-17T21:51:41.823044
598,25,21,2.3991,0.2879,0.1000,0.5066,0.7630,0.7990,0.7917,0.2083,0.7280,0.9597,0.0000,0.4798,582.0098,26.8580,1196,2025-10-17T21:51:41.842270
599,25,22,2.4042,0.2885,0.1000,0.5071,0.7637,0.7990,0.7913,0.2087,0.7285,0.9617,0.0000,0.4808,583.2953,28.1435,1198,2025-10-17T21:51:41.861563
600,25,23,2.4113,0.2894,0.1001,0.5078,0.7647,0.7990,0.7908,0.2092,0.7292,0.9645,0.0000,0.4823,584.5819,29.4300,1200,2025-10-17T21:51:41.881407
601,26,0,2.4175,0.2901,0.1001,0.5085,0.7655,0.7990,0.7904,0.2096,0.7298,0.9670,0.0000,0.4835,585.7649,0.0000,1202,2025-10-17T21:51:41.902046
602,26,1,2.4237,0.2908,0.1002,0.5091,0.7664,0.7990,0.7899,0.2101,0.7304,0.9695,0.0000,0.4847,586.9490,1.1841,1204,2025-10-17T21:51:41.921776
603,26,2,2.4299,0.2916,0.1004,0.5098,0.7673,0.7990,0.7895,0.2105,0.7311,0.9720,0.0000,0.4860,588.1340,2.3691,1206,2025-10-17T21:51:41.941314
604,26,3,2.4360,0.2923,0.1005,0.5104,0.7681,0.7990,0.7881,0.2119,0.7317,0.9744,0.0000,0.4872,589.3200,3.5551,1208,2025-10-17T21:51:41.960369
605,26,4,2.4422,0.2931,0.1006,0.5111,0.7690,0.7990,0.7886,0.2114,0.7322,0.9769,0.0000,0.4884,590.5070,4.7421,1210,2025-10-17T21:51:41.980131
606,26,5,2.4483,0.2938,0.1007,0.5117,0.7698,0.7990,0.7881,0.2119,0.7328,0.9793,0.0000,0.4897,591.6950,5.9301,1212,2025-10-17T21:51:41.999473
607,26,6,2.4543,0.2945,0.1008,0.5123,0.7707,0.7990,0.7868,0.2132,0.7334,0.9817,0.0000,0.4909,592.8839,7.1190,1214,2025-10-17T21:51:42.019052
608,26,7,2.4604,0.2952,0.1009,0.5130,0.7715,0.7990,0.7873,0.2127,0.7340,0.9842,0.0000,0.4921,594.0738,8.3089,1216,2025-10-17T21:51:42.038346
609,26,8,2.4664,0.2960,0.1010,0.5136,0.7723,0.7990,0.7868,0.2132,0.7346,0.9866,0.0000,0.4933,595.2646,9.4997,1218,2025-10-17T21:51:42.057826
610,26,9,2.4724,0.2967,0.1010,0.5142,0.7731,0.7990,0.7864,0.2136,0.7351,0.9890,0.0000,0.4945,596.4563,10.6914,1220,2025-10-17T21:51:42.077343
611,26,10,2.4783,0.2974,0.1011,0.5148,0.7739,0.7990,0.7860,0.2140,0.7357,0.9913,0.0000,0.4957,597.6489,11.8840,1222,2025-10-17T21:51:42.096729
612,26,11,2.4843,0.2981,0.1011,0.5155,0.7748,0.7990,0.7855,0.2145,0.7363,0.9937,0.0000,0.4969,598.8425,13.0776,1224,2025-10-17T21:51:42.115882
613,26,12,2.4902,0.2988,0.1012,0.5161,0.7755,0.7990,0.7842,0.2158,0.7368,0.9961,0.0000,0.4980,600.0369,14.2720,1226,2025-10-17T21:51:42.135330
614,26,13,2.4960,0.2995,0.1013,0.5167,0.7763,0.7990,0.7847,0.2153,0.7374,0.9984,0.0000,0.4992,601.2323,15.4674,1228,2025-10-17T21:51:42.155349
615,26,14,2.5006,0.3001,0.1015,0.5172,0.7770,0.7990,0.7843,0.2157,0.7378,1.0002,0.0000,0.5001,602.4284,16.6635,1230,2025-10-17T21:51:42.174822
616,26,15,2.5039,0.3005,0.1016,0.5175,0.7774,0.7990,0.7841,0.2159,0.7381,1.0016,0.0000,0.5008,603.6251,17.8602,1232,2025-10-17T21:51:42.194123
617,26,16,2.5072,0.3009,0.1017,0.5178,0.7778,0.7990,0.7839,0.2161,0.7384,1.0029,0.0000,0.5014,604.8223,19.0574,1234,2025-10-17T21:51:42.213461
618,26,17,2.5105,0.3013,0.1018,0.5182,0.7783,0.7990,0.7836,0.2164,0.7387,1.0042,0.0000,0.5021,606.0201,20.2551,1236,2025-10-17T21:51:42.232886
619,26,18,2.5137,0.3016,0.1019,0.5185,0.7787,0.7990,0.7834,0.2166,0.7390,1.0055,0.0000,0.5027,607.2183,21.4533,1238,2025-10-17T21:51:42.252261
620,26,19,2.5170,0.3020,0.1020,0.5188,0.7791,0.7990,0.7832,0.2168,0.7393,1.0068,0.0000,0.5034,608.4169,22.6520,1240,2025-10-17T21:51:42.271169
621,26,20,2.5202,0.3024,0.1021,0.5192,0.7796,0.7990,0.7829,0.2171,0.7396,1.0081,0.0000,0.5040,609.6161,23.8512,1242,2025-10-17T21:51:42.290568
622,26,21,2.5234,0.3028,0.1021,0.5195,0.7800,0.7990,0.7827,0.2173,0.7399,1.0094,0.0000,0.5047,610.8157,25.0508,1244,2025-10-17T21:51:42.310135
623,26,22,2.5266,0.3032,0.1022,0.5198,0.7804,0.7990,0.7825,0.2175,0.7402,1.0107,0.0000,0.5053,612.0159,26.2509,1246,2025-10-17T21:51:42.330326
624,26,23,2.5298,0.3036,0.1022,0.5202,0.7808,0.7990,0.7823,0.2177,0.7405,1.0119,0.0000,0.5060,613.2164,27.4515,1248,2025-10-17T21:51:42.349587
625,27,0,2.5337,0.3040,0.1022,0.5206,0.7813,0.7990,0.7820,0.2180,0.7408,1.0135,0.0000,0.5067,614.3981,0.0000,1250,2025-10-17T21:51:42.370094
626,27,1,2.5372,0.3045,0.1023,0.5209,0.7818,0.7990,0.7817,0.2183,0.7411,1.0149,0.0000,0.5074,615.5803,1.1822,1252,2025-10-17T21:51:42.389815
627,27,2,2.5407,0.3049,0.1024,0.5213,0.7823,0.7990,0.7815,0.2185,0.7415,1.0163,0.0000,0.5081,616.7629,2.3649,1254,2025-10-17T21:51:42.409902
628,27,3,2.5441,0.3053,0.1024,0.5216,0.7827,0.7990,0.7812,0.2188,0.7418,1.0177,0.0000,0.5088,617.9461,3.5480,1256,2025-10-17T21:51:42.429584
629,27,4,2.5476,0.3057,0.1025,0.5220,0.7831,0.7990,0.7800,0.2200,0.7421,1.0190,0.0000,0.5095,619.1298,4.7317,1258,2025-10-17T21:51:42.449035
630,27,5,2.5510,0.3061,0.1025,0.5223,0.7836,0.7990,0.7807,0.2193,0.7424,1.0204,0.0000,0.5102,620.3139,5.9159,1260,2025-10-17T21:51:42.469134
631,27,6,2.5544,0.3065,0.1026,0.5227,0.7840,0.7990,0.7795,0.2205,0.7427,1.0218,0.0000,0.5109,621.4986,7.1005,1262,2025-10-17T21:51:42.488782
632,27,7,2.5578,0.3069,0.1026,0.5230,0.7845,0.7990,0.7803,0.2197,0.7430,1.0231,0.0000,0.5116,622.6837,8.2856,1264,2025-10-17T21:51:42.508552
633,27,8,2.5611,0.3073,0.1026,0.5234,0.7849,0.7990,0.7800,0.2200,0.7433,1.0244,0.0000,0.5122,623.8693,9.4712,1266,2025-10-17T21:51:42.528692
634,27,9,2.5644,0.3077,0.1027,0.5237,0.7853,0.7990,0.7798,0.2202,0.7436,1.0258,0.0000,0.5129,625.0554,10.6573,1268,2025-10-17T21:51:42.548278
635,27,10,2.5678,0.3081,0.1027,0.5241,0.7858,0.7990,0.7786,0.2214,0.7439,1.0271,0.0000,0.5136,626.2419,11.8438,1270,2025-10-17T21:51:42.567486
636,27,11,2.5711,0.3085,0.1027,0.5244,0.7862,0.7990,0.7793,0.2207,0.7441,1.0284,0.0000,0.5142,627.4289,13.0308,1272,2025-10-17T21:51:42.587304
637,27,12,2.5744,0.3089,0.1027,0.5247,0.7866,0.7990,0.7791,0.2209,0.7444,1.0297,0.0000,0.5149,628.6164,14.2183,1274,2025-10-17T21:51:42.607219
638,27,13,2.5776,0.3093,0.1028,0.5251,0.7870,0.7990,0.7788,0.2212,0.7447,1.0311,0.0000,0.5155,629.8043,15.4062,1276,2025-10-17T21:51:42.627488
639,27,14,2.5809,0.3097,0.1028,0.5254,0.7874,0.7990,0.7786,0.2214,0.7450,1.0324,0.0000,0.5162,630.9927,16.5946,1278,2025-10-17T21:51:42.647402
640,27,15,2.5841,0.3101,0.1029,0.5257,0.7879,0.7990,0.7784,0.2216,0.7453,1.0336,0.0000,0.5168,632.1815,17.7834,1280,2025-10-17T21:51:42.667424
641,27,16,2.5873,0.3105,0.1030,0.5260,0.7883,0.7990,0.7772,0.2228,0.7456,1.0349,0.0000,0.5175,633.3707,18.9727,1282,2025-10-17T21:51:42.687094
642,27,17,2.5905,0.3109,0.1030,0.5264,0.7887,0.7990,0.7779,0.2221,0.7458,1.0362,0.0000,0.5181,634.5605,20.1624,1284,2025-10-17T21:51:42.706683
643,27,18,2.5937,0.3112,0.1030,0.5267,0.7891,0.7990,0.7777,0.2223,0.7461,1.0375,0.0000,0.5187,635.7506,21.3525,1286,2025-10-17T21:51:42.725878
644,27,19,2.5969,0.3116,0.1031,0.5270,0.7895,0.7990,0.7775,0.2225,0.7464,1.0388,0.0000,0.5194,636.9412,22.5431,1288,2025-10-17T21:51:42.746418
645,27,20,2.6001,0.3120,0.1031,0.5273,0.7899,0.7990,0.7772,0.2228,0.7467,1.0400,0.0000,0.5200,638.1322,23.7341,1290,2025-10-17T21:51:42.766950
646,27,21,2.6032,0.3124,0.1031,0.5277,0.7903,0.7990,0.7770,0.2230,0.7469,1.0413,0.0000,0.5206,639.3237,24.9256,1292,2025-10-17T21:51:42.786927
647,27,22,2.6063,0.3128,0.1032,0.5280,0.7907,0.7990,0.7768,0.2232,0.7472,1.0425,0.0000,0.5213,640.5156,26.1175,1294,2025-10-17T21:51:42.806442
648,27,23,2.6094,0.3131,0.1032,0.5283,0.7910,0.7990,0.7766,0.2234,0.7475,1.0438,0.0000,0.5219,641.7079,27.3098,1296,2025-10-17T21:51:42.825773
649,28,0,2.6125,0.3135,0.1032,0.5286,0.7914,0.7990,0.7764,0.2236,0.7477,1.0450,0.0000,0.5225,642.9145,0.0000,1298,2025-10-17T21:51:42.845693
650,28,1,2.6157,0.3139,0.1032,0.5289,0.7918,0.7990,0.7761,0.2239,0.7480,1.0463,0.0000,0.5231,644.1216,1.2071,1300,2025-10-17T21:51:42.865025
651,28,2,2.6187,0.3142,0.1033,0.5292,0.7922,0.7990,0.7759,0.2241,0.7483,1.0475,0.0000,0.5237,645.3290,2.4146,1302,2025-10-17T21:51:42.884060
652,28,3,2.6218,0.3146,0.1034,0.5295,0.7926,0.7990,0.7757,0.2243,0.7485,1.0487,0.0000,0.5244,646.5370,3.6225,1304,2025-10-17T21:51:42.903343
653,28,4,2.6249,0.3150,0.1034,0.5298,0.7930,0.7990,0.7755,0.2245,0.7488,1.0500,0.0000,0.5250,647.7453,4.8308,1306,2025-10-17T21:51:42.922498
654,28,5,2.6299,0.3156,0.1035,0.5304,0.7936,0.7990,0.7751,0.2249,0.7492,1.0520,0.0000,0.5260,648.9542,6.0397,1308,2025-10-17T21:51:42.941567
655,28,6,2.6370,0.3164,0.1035,0.5311,0.7945,0.7990,0.7746,0.2254,0.7498,1.0548,0.0000,0.5274,650.1638,7.2493,1310,2025-10-17T21:51:42.961211
656,28,7,2.6440,0.3173,0.1036,0.5318,0.7953,0.7990,0.7741,0.2259,0.7504,1.0576,0.0000,0.5288,651.3745,8.4600,1312,2025-10-17T21:51:42.980959
657,28,8,2.6509,0.3181,0.1036,0.5325,0.7962,0.7990,0.7736,0.2264,0.7509,1.0604,0.0000,0.5302,652.5860,9.6715,1314,2025-10-17T21:51:43.000483
658,28,9,2.6578,0.3189,0.1036,0.5332,0.7970,0.7990,0.7721,0.2279,0.7515,1.0631,0.0000,0.5316,653.7985,10.8840,1316,2025-10-17T21:51:43.020743
659,28,10,2.6647,0.3198,0.1037,0.5339,0.7979,0.7990,0.7727,0.2273,0.7521,1.0659,0.0000,0.5329,655.0119,12.0974,1318,2025-10-17T21:51:43.040050
660,28,11,2.6716,0.3206,0.1037,0.5345,0.7987,0.7990,0.7722,0.2278,0.7526,1.0686,0.0000,0.5343,656.2262,13.3117,1320,2025-10-17T21:51:43.058873
661,28,12,2.6784,0.3214,0.1037,0.5352,0.7995,0.7990,0.7717,0.2283,0.7532,1.0713,0.0000,0.5357,657.4414,14.5269,1322,2025-10-17T21:51:43.078464
662,28,13,2.6851,0.3222,0.1038,0.5359,0.8003,0.7990,0.7712,0.2288,0.7537,1.0741,0.0000,0.5370,658.6575,15.7430,1324,2025-10-17T21:51:43.097878
663,28,14,2.6919,0.3230,0.1039,0.5366,0.8011,0.7990,0.7708,0.2292,0.7543,1.0768,0.0000,0.5384,659.8744,16.9599,1326,2025-10-17T21:51:43.117307
664,28,15,2.6986,0.3238,0.1039,0.5372,0.8019,0.7990,0.7703,0.2297,0.7548,1.0794,0.0000,0.5397,661.0923,18.1778,1328,2025-10-17T21:51:43.136835
665,28,16,2.7052,0.3246,0.1040,0.5379,0.8027,0.7990,0.7698,0.2302,0.7553,1.0821,0.0000,0.5410,662.3109,19.3964,1330,2025-10-17T21:51:43.156318
666,28,17,2.7119,0.3254,0.1040,0.5386,0.8035,0.7990,0.7694,0.2306,0.7558,1.0848,0.0000,0.5424,663.5304,20.6159,1332,2025-10-17T21:51:43.175617
667,28,18,2.7185,0.3262,0.1041,0.5392,0.8043,0.7990,0.7689,0.2311,0.7563,1.0874,0.0000,0.5437,664.7508,21.8363,1334,2025-10-17T21:51:43.194765
668,28,19,2.7236,0.3268,0.1041,0.5397,0.8049,0.7990,0.7685,0.2315,0.7567,1.0894,0.0000,0.5447,665.9719,23.0574,1336,2025-10-17T21:51:43.214253
669,28,20,2.7273,0.3273,0.1042,0.5401,0.8053,0.7990,0.7683,0.2317,0.7570,1.0909,0.0000,0.5455,667.1935,24.2790,1338,2025-10-17T21:51:43.233464
670,28,21,2.7310,0.3277,0.1042,0.5405,0.8058,0.7990,0.7680,0.2320,0.7573,1.0924,0.0000,0.5462,668.4156,25.5011,1340,2025-10-17T21:51:43.252498
671,28,22,2.7347,0.3282,0.1042,0.5408,0.8062,0.7990,0.7678,0.2322,0.7576,1.0939,0.0000,0.5469,669.6382,26.7237,1342,2025-10-17T21:51:43.271623
672,28,23,2.7384,0.3286,0.1042,0.5412,0.8066,0.7990,0.7675,0.2325,0.7579,1.0953,0.0000,0.5477,670.8612,27.9467,1344,2025-10-17T21:51:43.291323
673,29,0,2.7420,0.3290,0.1043,0.5415,0.8070,0.7990,0.7673,0.2327,0.7582,1.0968,0.0000,0.5484,672.1370,0.0000,1346,2025-10-17T21:51:43.310949
674,29,1,2.7457,0.3295,0.1043,0.5419,0.8074,0.7990,0.7660,0.2340,0.7584,1.0983,0.0000,0.5491,673.4133,1.2762,1348,2025-10-17T21:51:43.330306
675,29,2,2.7493,0.3299,0.1044,0.5423,0.8079,0.7990,0.7668,0.2332,0.7587,1.0997,0.0000,0.5499,674.6900,2.5530,1350,2025-10-17T21:51:43.351826
676,29,3,2.7528,0.3303,0.1045,0.5426,0.8083,0.7990,0.7665,0.2335,0.7590,1.1011,0.0000,0.5506,675.9671,3.8301,1352,2025-10-17T21:51:43.371646
677,29,4,2.7564,0.3308,0.1045,0.5430,0.8087,0.7990,0.7663,0.2337,0.7593,1.1025,0.0000,0.5513,677.2448,5.1077,1354,2025-10-17T21:51:43.391284
678,29,5,2.7599,0.3312,0.1046,0.5433,0.8091,0.7990,0.7660,0.2340,0.7595,1.1040,0.0000,0.5520,678.5228,6.3858,1356,2025-10-17T21:51:43.410226
679,29,6,2.7634,0.3316,0.1047,0.5436,0.8095,0.7990,0.7647,0.2353,0.7598,1.1054,0.0000,0.5527,679.8014,7.6643,1358,2025-10-17T21:51:43.429037
680,29,7,2.7673,0.3321,0.1047,0.5440,0.8099,0.7990,0.7655,0.2345,0.7601,1.1069,0.0000,0.5535,681.0803,8.9433,1360,2025-10-17T21:51:43.448293
681,29,8,2.7708,0.3325,0.1047,0.5444,0.8103,0.7990,0.7653,0.2347,0.7603,1.1083,0.0000,0.5542,682.3598,10.2228,1362,2025-10-17T21:51:43.466961
682,29,9,2.7742,0.3329,0.1048,0.5447,0.8107,0.7990,0.7640,0.2360,0.7606,1.1097,0.0000,0.5548,683.6397,11.5027,1364,2025-10-17T21:51:43.485633
683,29,10,2.7777,0.3333,0.1048,0.5450,0.8111,0.7990,0.7648,0.2352,0.7609,1.1111,0.0000,0.5555,684.9200,12.7830,1366,2025-10-17T21:51:43.504401
684,29,11,2.7811,0.3337,0.1048,0.5454,0.8115,0.7990,0.7646,0.2354,0.7611,1.1124,0.0000,0.5562,686.2008,14.0638,1368,2025-10-17T21:51:43.522826
685,29,12,2.7845,0.3341,0.1048,0.5457,0.8119,0.7990,0.7643,0.2357,0.7614,1.1138,0.0000,0.5569,687.4819,15.3449,1370,2025-10-17T21:51:43.541267
686,29,13,2.7879,0.3345,0.1049,0.5460,0.8123,0.7990,0.7641,0.2359,0.7616,1.1151,0.0000,0.5576,688.7636,16.6265,1372,2025-10-17T21:51:43.559796
687,29,14,2.7912,0.3349,0.1050,0.5464,0.8126,0.7990,0.7638,0.2362,0.7619,1.1165,0.0000,0.5582,690.0456,17.9086,1374,2025-10-17T21:51:43.578499
688,29,15,2.7946,0.3353,0.1051,0.5467,0.8130,0.7990,0.7636,0.2364,0.7621,1.1178,0.0000,0.5589,691.3280,19.1910,1376,2025-10-17T21:51:43.597010
689,29,16,2.7979,0.3357,0.1051,0.5470,0.8134,0.7990,0.7623,0.2377,0.7624,1.1192,0.0000,0.5596,692.6109,20.4738,1378,2025-10-17T21:51:43.615556
690,29,17,2.8012,0.3361,0.1052,0.5474,0.8138,0.7990,0.7632,0.2368,0.7626,1.1205,0.0000,0.5602,693.8941,21.7571,1380,2025-10-17T21:51:43.634216
691,29,18,2.8045,0.3365,0.1052,0.5477,0.8141,0.7990,0.7629,0.2371,0.7628,1.1218,0.0000,0.5609,695.1778,23.0408,1382,2025-10-17T21:51:43.653317
692,29,19,2.8078,0.3369,0.1053,0.5480,0.8145,0.7990,0.7627,0.2373,0.7631,1.1231,0.0000,0.5616,696.4619,24.3248,1384,2025-10-17T21:51:43.672736
693,29,20,2.8110,0.3373,0.1053,0.5483,0.8149,0.7990,0.7625,0.2375,0.7633,1.1244,0.0000,0.5622,697.7463,25.6093,1386,2025-10-17T21:51:43.692314
694,29,21,2.8143,0.3377,0.1053,0.5486,0.8152,0.7990,0.7623,0.2377,0.7635,1.1257,0.0000,0.5629,699.0312,26.8942,1388,2025-10-17T21:51:43.711566
695,29,22,2.8175,0.3381,0.1054,0.5489,0.8156,0.7990,0.7610,0.2390,0.7638,1.1270,0.0000,0.5635,700.3164,28.1794,1390,2025-10-17T21:51:43.730780
696,29,23,2.8207,0.3385,0.1054,0.5493,0.8159,0.7990,0.7618,0.2382,0.7640,1.1283,0.0000,0.5641,701.6021,29.4651,1392,2025-10-17T21:51:43.749897
697,30,0,2.8237,0.3388,0.1054,0.5495,0.8163,0.7990,0.7616,0.2384,0.7642,1.1295,0.0000,0.5647,702.8480,0.0000,1394,2025-10-17T21:51:43.769420
698,30,1,2.8267,0.3392,0.1055,0.5498,0.8166,0.7990,0.7603,0.2397,0.7644,1.1307,0.0000,0.5653,704.0942,1.2462,1396,2025-10-17T21:51:43.789536
699,30,2,2.8296,0.3396,0.1056,0.5501,0.8169,0.7990,0.7612,0.2388,0.7647,1.1319,0.0000,0.5659,705.3407,2.4928,1398,2025-10-17T21:51:43.808560
700,30,3,2.8326,0.3399,0.1057,0.5504,0.8172,0.7990,0.7599,0.2401,0.7649,1.1330,0.0000,0.5665,706.5876,3.7397,1400,2025-10-17T21:51:43.827433
701,30,4,2.8356,0.3403,0.1058,0.5507,0.8176,0.7990,0.7608,0.2392,0.7651,1.1342,0.0000,0.5671,707.8349,4.9869,1402,2025-10-17T21:51:43.846513
702,30,5,2.8385,0.3406,0.1059,0.5510,0.8179,0.7990,0.7606,0.2394,0.7653,1.1354,0.0000,0.5677,709.0825,6.2345,1404,2025-10-17T21:51:43.865640
703,30,6,2.8414,0.3410,0.1060,0.5513,0.8182,0.7990,0.7604,0.2396,0.7655,1.1366,0.0000,0.5683,710.3304,7.4825,1406,2025-10-17T21:51:43.884557
704,30,7,2.8443,0.3413,0.1060,0.5515,0.8185,0.7990,0.7602,0.2398,0.7657,1.1377,0.0000,0.5689,711.5787,8.7307,1408,2025-10-17T21:51:43.903658
705,30,8,2.8472,0.3417,0.1061,0.5518,0.8188,0.7990,0.7600,0.2400,0.7659,1.1389,0.0000,0.5694,712.8273,9.9793,1410,2025-10-17T21:51:43.922678
706,30,9,2.8501,0.3420,0.1061,0.5521,0.8191,0.7990,0.7598,0.2402,0.7661,1.1400,0.0000,0.5700,714.0762,11.2283,1412,2025-10-17T21:51:43.941682
707,30,10,2.8529,0.3424,0.1062,0.5524,0.8195,0.7990,0.7585,0.2415,0.7663,1.1412,0.0000,0.5706,715.3255,12.4775,1414,2025-10-17T21:51:43.960295
708,30,11,2.8558,0.3427,0.1062,0.5527,0.8198,0.7990,0.7583,0.2417,0.7665,1.1423,0.0000,0.5712,716.5751,13.7271,1416,2025-10-17T21:51:43.979213
709,30,12,2.8605,0.3433,0.1062,0.5531,0.8203,0.7990,0.7591,0.2409,0.7668,1.1442,0.0000,0.5721,717.8251,14.9771,1418,2025-10-17T21:51:43.997971
710,30,13,2.8671,0.3440,0.1063,0.5538,0.8210,0.7990,0.7586,0.2414,0.7673,1.1468,0.0000,0.5734,719.0758,16.2278,1420,2025-10-17T21:51:44.016765
711,30,14,2.8736,0.3448,0.1064,0.5544,0.8217,0.7990,0.7582,0.2418,0.7677,1.1495,0.0000,0.5747,720.3272,17.4792,1422,2025-10-17T21:51:44.036075
712,30,15,2.8802,0.3456,0.1065,0.5550,0.8224,0.7990,0.7577,0.2423,0.7682,1.1521,0.0000,0.5760,721.5793,18.7314,1424,2025-10-17T21:51:44.054842
713,30,16,2.8866,0.3464,0.1066,0.5556,0.8231,0.7990,0.7573,0.2427,0.7686,1.1547,0.0000,0.5773,722.8322,19.9842,1426,2025-10-17T21:51:44.074030
714,30,17,2.8931,0.3472,0.1067,0.5563,0.8238,0.7990,0.7569,0.2431,0.7691,1.1572,0.0000,0.5786,724.0858,21.2378,1428,2025-10-17T21:51:44.092963
715,30,18,2.8995,0.3479,0.1068,0.5569,0.8244,0.7990,0.7553,0.2447,0.7695,1.1598,0.0000,0.5799,725.3401,22.4921,1430,2025-10-17T21:51:44.111331
716,30,19,2.9059,0.3487,0.1068,0.5575,0.8251,0.7990,0.7549,0.2451,0.7699,1.1624,0.0000,0.5812,726.5951,23.7471,1432,2025-10-17T21:51:44.129933
717,30,20,2.9123,0.3495,0.1069,0.5581,0.8258,0.7990,0.7555,0.2445,0.7704,1.1649,0.0000,0.5825,727.8508,25.0029,1434,2025-10-17T21:51:44.148394
718,30,21,2.9186,0.3502,0.1069,0.5587,0.8264,0.7990,0.7551,0.2449,0.7708,1.1674,0.0000,0.5837,729.1072,26.2593,1436,2025-10-17T21:51:44.167002
719,30,22,2.9249,0.3510,0.1070,0.5593,0.8271,0.7990,0.7547,0.2453,0.7712,1.1700,0.0000,0.5850,730.3643,27.5163,1438,2025-10-17T21:51:44.185877
720,30,23,2.9312,0.3517,0.1070,0.5599,0.8277,0.7990,0.7543,0.2457,0.7716,1.1725,0.0000,0.5862,731.6221,28.7741,1440,2025-10-17T21:51:44.204120
721,31,0,2.9364,0.3524,0.1070,0.5604,0.8283,0.7990,0.7539,0.2461,0.7720,1.1746,0.0000,0.5873,732.9971,0.0000,1442,2025-10-17T21:51:44.222781
722,31,1,2.9402,0.3528,0.1071,0.5608,0.8287,0.7990,0.7537,0.2463,0.7722,1.1761,0.0000,0.5880,734.3726,1.3755,1444,2025-10-17T21:51:44.241182
723,31,2,2.9439,0.3533,0.1072,0.5611,0.8290,0.7990,0.7534,0.2466,0.7725,1.1776,0.0000,0.5888,735.7486,2.7515,1446,2025-10-17T21:51:44.260173
724,31,3,2.9477,0.3537,0.1073,0.5615,0.8294,0.7990,0.7520,0.2480,0.7727,1.1791,0.0000,0.5895,737.1250,4.1279,1448,2025-10-17T21:51:44.278552
725,31,4,2.9514,0.3542,0.1073,0.5618,0.8298,0.7990,0.7529,0.2471,0.7730,1.1806,0.0000,0.5903,738.5019,5.5048,1450,2025-10-17T21:51:44.296758
726,31,5,2.9552,0.3546,0.1074,0.5622,0.8302,0.7990,0.7526,0.2474,0.7732,1.1821,0.0000,0.5910,739.8792,6.8821,1452,2025-10-17T21:51:44.315468
727,31,6,2.9589,0.3551,0.1075,0.5625,0.8306,0.7990,0.7524,0.2476,0.7734,1.1835,0.0000,0.5918,741.2569,8.2598,1454,2025-10-17T21:51:44.334586
728,31,7,2.9625,0.3555,0.1075,0.5629,0.8309,0.7990,0.7521,0.2479,0.7737,1.1850,0.0000,0.5925,742.6350,9.6379,1456,2025-10-17T21:51:44.353474
729,31,8,2.9662,0.3559,0.1076,0.5632,0.8313,0.7990,0.7519,0.2481,0.7739,1.1865,0.0000,0.5932,744.0136,11.0165,1458,2025-10-17T21:51:44.371594
730,31,9,2.9698,0.3564,0.1076,0.5636,0.8317,0.7990,0.7516,0.2484,0.7741,1.1879,0.0000,0.5940,745.3925,12.3954,1460,2025-10-17T21:51:44.390710
731,31,10,2.9734,0.3568,0.1076,0.5639,0.8320,0.7990,0.7514,0.2486,0.7744,1.1894,0.0000,0.5947,746.7719,13.7748,1462,2025-10-17T21:51:44.409521
732,31,11,2.9770,0.3572,0.1076,0.5643,0.8324,0.7990,0.7512,0.2488,0.7746,1.1908,0.0000,0.5954,748.1517,15.1546,1464,2025-10-17T21:51:44.428765
733,31,12,2.9806,0.3577,0.1077,0.5646,0.8328,0.7990,0.7498,0.2502,0.7748,1.1922,0.0000,0.5961,749.5319,16.5348,1466,2025-10-17T21:51:44.448799
734,31,13,2.9846,0.3582,0.1077,0.5650,0.8332,0.7990,0.7507,0.2493,0.7751,1.1938,0.0000,0.5969,750.9125,17.9155,1468,2025-10-17T21:51:44.468617
735,31,14,2.9881,0.3586,0.1078,0.5653,0.8335,0.7990,0.7504,0.2496,0.7753,1.1953,0.0000,0.5976,752.2936,19.2965,1470,2025-10-17T21:51:44.488474
736,31,15,2.9917,0.3590,0.1079,0.5657,0.8339,0.7990,0.7502,0.2498,0.7755,1.1967,0.0000,0.5983,753.6750,20.6780,1472,2025-10-17T21:51:44.508256
737,31,16,2.9952,0.3594,0.1080,0.5660,0.8342,0.7990,0.7488,0.2512,0.7757,1.1981,0.0000,0.5990,755.0569,22.0598,1474,2025-10-17T21:51:44.528389
738,31,17,2.9987,0.3598,0.1080,0.5663,0.8346,0.7990,0.7497,0.2503,0.7760,1.1995,0.0000,0.5997,756.4391,23.4420,1476,2025-10-17T21:51:44.548178
