step,day,hour,temperature_stress,water_stress,nutrient_stress,light_stress,ph_stress,salinity_stress,integrated_stress,stress_severity,acclimation_level,damage_level,cumulative_stress,daily_stress,step_count,last_update
1,1,0,0.1091,0.0002,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,3600.0000,0.0000,2,2025-10-17T21:53:59.077809
2,1,1,0.1091,0.0031,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,10800.0000,7200.0000,4,2025-10-17T21:53:59.093129
3,1,2,0.1091,0.0031,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,18000.0000,14400.0000,6,2025-10-17T21:53:59.108806
4,1,3,0.1091,0.0032,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,25200.0000,21600.0000,8,2025-10-17T21:53:59.124487
5,1,4,0.1091,0.0033,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,32400.0000,28800.0000,10,2025-10-17T21:53:59.140105
6,1,5,0.1091,0.0033,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,39600.0000,36000.0000,12,2025-10-17T21:53:59.155837
7,1,6,0.1091,0.0034,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,46800.0000,43200.0000,14,2025-10-17T21:53:59.171902
8,1,7,0.1091,0.0035,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,54000.0000,50400.0000,16,2025-10-17T21:53:59.188289
9,1,8,0.1091,0.0036,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,61200.0000,57600.0000,18,2025-10-17T21:53:59.204611
10,1,9,0.1091,0.0036,0.3700,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,68400.0000,64800.0000,20,2025-10-17T21:53:59.220807
11,1,10,0.1091,0.0037,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,75600.0000,72000.0000,22,2025-10-17T21:53:59.237279
12,1,11,0.1091,0.0038,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,82800.0000,79200.0000,24,2025-10-17T21:53:59.254045
13,1,12,0.1091,0.0038,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,90000.0000,86400.0000,26,2025-10-17T21:53:59.270906
14,1,13,0.1091,0.0039,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,97200.0000,93600.0000,28,2025-10-17T21:53:59.287785
15,1,14,0.1091,0.0039,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,104400.0000,100800.0000,30,2025-10-17T21:53:59.305087
16,1,15,0.1091,0.0040,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,111600.0000,108000.0000,32,2025-10-17T21:53:59.322456
17,1,16,0.1091,0.0040,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,118800.0000,115200.0000,34,2025-10-17T21:53:59.340632
18,1,17,0.1091,0.0040,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,126000.0000,122400.0000,36,2025-10-17T21:53:59.360332
19,1,18,0.1091,0.0041,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,133200.0000,129600.0000,38,2025-10-17T21:53:59.379374
20,1,19,0.1091,0.0041,0.3701,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,140400.0000,136800.0000,40,2025-10-17T21:53:59.399507
21,1,20,0.1091,0.0041,0.3702,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,147600.0000,144000.0000,42,2025-10-17T21:53:59.419570
22,1,21,0.1091,0.0042,0.3702,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,154800.0000,151200.0000,44,2025-10-17T21:53:59.440220
23,1,22,0.1091,0.0042,0.3702,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,162000.0000,158400.0000,46,2025-10-17T21:53:59.460371
24,1,23,0.1091,0.0042,0.3702,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,169200.0000,165600.0000,48,2025-10-17T21:53:59.480632
25,2,0,0.2727,0.0038,0.3702,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,176400.0000,0.0000,50,2025-10-17T21:53:59.501360
26,2,1,0.2727,0.0038,0.3702,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,183600.0000,7200.0000,52,2025-10-17T21:53:59.521478
27,2,2,0.2727,0.0038,0.3703,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,190800.0000,14400.0000,54,2025-10-17T21:53:59.542179
28,2,3,0.2727,0.0039,0.3703,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,198000.0000,21600.0000,56,2025-10-17T21:53:59.564958
29,2,4,0.2727,0.0039,0.3703,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,205200.0000,28800.0000,58,2025-10-17T21:53:59.583819
30,2,5,0.2727,0.0039,0.3703,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,212400.0000,36000.0000,60,2025-10-17T21:53:59.602834
31,2,6,0.2727,0.0039,0.3703,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,219600.0000,43200.0000,62,2025-10-17T21:53:59.622066
32,2,7,0.2727,0.0040,0.3703,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,226800.0000,50400.0000,64,2025-10-17T21:53:59.643124
33,2,8,0.2727,0.0040,0.3704,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,234000.0000,57600.0000,66,2025-10-17T21:53:59.664299
34,2,9,0.2727,0.0040,0.3704,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,241200.0000,64800.0000,68,2025-10-17T21:53:59.684580
35,2,10,0.2727,0.0040,0.3704,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,248400.0000,72000.0000,70,2025-10-17T21:53:59.704262
36,2,11,0.2727,0.0041,0.3704,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,255600.0000,79200.0000,72,2025-10-17T21:53:59.724702
37,2,12,0.2727,0.0041,0.3704,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,262800.0000,86400.0000,74,2025-10-17T21:53:59.746562
38,2,13,0.2727,0.0041,0.3705,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,270000.0000,93600.0000,76,2025-10-17T21:53:59.767971
39,2,14,0.2727,0.0041,0.3705,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,277200.0000,100800.0000,78,2025-10-17T21:53:59.794117
40,2,15,0.2727,0.0042,0.3705,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,284400.0000,108000.0000,80,2025-10-17T21:53:59.819225
41,2,16,0.2727,0.0042,0.3705,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,291600.0000,115200.0000,82,2025-10-17T21:53:59.838759
42,2,17,0.2727,0.0042,0.3705,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,298800.0000,122400.0000,84,2025-10-17T21:53:59.858190
43,2,18,0.2727,0.0043,0.3706,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,306000.0000,129600.0000,86,2025-10-17T21:53:59.877577
44,2,19,0.2727,0.0043,0.3706,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,313200.0000,136800.0000,88,2025-10-17T21:53:59.898180
45,2,20,0.2727,0.0043,0.3706,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,320400.0000,144000.0000,90,2025-10-17T21:53:59.919644
46,2,21,0.2727,0.0043,0.3706,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,327600.0000,151200.0000,92,2025-10-17T21:53:59.940103
47,2,22,0.2727,0.0044,0.3706,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,334800.0000,158400.0000,94,2025-10-17T21:53:59.961302
48,2,23,0.2727,0.0044,0.3707,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,342000.0000,165600.0000,96,2025-10-17T21:53:59.981884
49,3,0,0.1545,0.0065,0.3707,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,349200.0000,0.0000,98,2025-10-17T21:54:00.003680
50,3,1,0.1545,0.0066,0.3707,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,356400.0000,7200.0000,100,2025-10-17T21:54:00.026838
51,3,2,0.1545,0.0066,0.3707,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,363600.0000,14400.0000,102,2025-10-17T21:54:00.048751
52,3,3,0.1545,0.0066,0.3707,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,370800.0000,21600.0000,104,2025-10-17T21:54:00.068881
53,3,4,0.1545,0.0067,0.3708,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,378000.0000,28800.0000,106,2025-10-17T21:54:00.089674
54,3,5,0.1545,0.0067,0.3708,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,385200.0000,36000.0000,108,2025-10-17T21:54:00.110901
55,3,6,0.1545,0.0067,0.3708,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,392400.0000,43200.0000,110,2025-10-17T21:54:00.131817
56,3,7,0.1545,0.0067,0.3708,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,399600.0000,50400.0000,112,2025-10-17T21:54:00.153361
57,3,8,0.1545,0.0067,0.3708,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,406800.0000,57600.0000,114,2025-10-17T21:54:00.174407
58,3,9,0.1545,0.0067,0.3709,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,414000.0000,64800.0000,116,2025-10-17T21:54:00.194530
59,3,10,0.1545,0.0067,0.3709,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,421200.0000,72000.0000,118,2025-10-17T21:54:00.212665
60,3,11,0.1545,0.0067,0.3709,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,428400.0000,79200.0000,120,2025-10-17T21:54:00.230319
61,3,12,0.1545,0.0067,0.3709,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,435600.0000,86400.0000,122,2025-10-17T21:54:00.248079
62,3,13,0.1545,0.0067,0.3710,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,442800.0000,93600.0000,124,2025-10-17T21:54:00.266065
63,3,14,0.1545,0.0067,0.3710,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,450000.0000,100800.0000,126,2025-10-17T21:54:00.284317
64,3,15,0.1545,0.0067,0.3710,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,457200.0000,108000.0000,128,2025-10-17T21:54:00.303070
65,3,16,0.1545,0.0067,0.3710,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,464400.0000,115200.0000,130,2025-10-17T21:54:00.321978
66,3,17,0.1545,0.0067,0.3710,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,471600.0000,122400.0000,132,2025-10-17T21:54:00.341040
67,3,18,0.1545,0.0067,0.3711,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,478800.0000,129600.0000,134,2025-10-17T21:54:00.360475
68,3,19,0.1545,0.0067,0.3711,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,486000.0000,136800.0000,136,2025-10-17T21:54:00.379833
69,3,20,0.1545,0.0067,0.3711,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,493200.0000,144000.0000,138,2025-10-17T21:54:00.398376
70,3,21,0.1545,0.0067,0.3711,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,500400.0000,151200.0000,140,2025-10-17T21:54:00.417480
71,3,22,0.1545,0.0067,0.3712,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,507600.0000,158400.0000,142,2025-10-17T21:54:00.435903
72,3,23,0.1545,0.0067,0.3712,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,514800.0000,165600.0000,144,2025-10-17T21:54:00.454601
73,4,0,0.0909,0.0047,0.3712,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,522000.0000,0.0000,146,2025-10-17T21:54:00.474316
74,4,1,0.0909,0.0047,0.3712,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,529200.0000,7200.0000,148,2025-10-17T21:54:00.493758
75,4,2,0.0909,0.0047,0.3713,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,536400.0000,14400.0000,150,2025-10-17T21:54:00.512718
76,4,3,0.0909,0.0047,0.3713,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,543600.0000,21600.0000,152,2025-10-17T21:54:00.531125
77,4,4,0.0909,0.0047,0.3713,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,550800.0000,28800.0000,154,2025-10-17T21:54:00.549342
78,4,5,0.0909,0.0047,0.3713,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,558000.0000,36000.0000,156,2025-10-17T21:54:00.567389
79,4,6,0.0909,0.0047,0.3714,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,565200.0000,43200.0000,158,2025-10-17T21:54:00.585957
80,4,7,0.0909,0.0047,0.3714,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,572400.0000,50400.0000,160,2025-10-17T21:54:00.604801
81,4,8,0.0909,0.0047,0.3714,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,579600.0000,57600.0000,162,2025-10-17T21:54:00.623871
82,4,9,0.0909,0.0047,0.3714,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,586800.0000,64800.0000,164,2025-10-17T21:54:00.643187
83,4,10,0.0909,0.0047,0.3715,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,594000.0000,72000.0000,166,2025-10-17T21:54:00.663081
84,4,11,0.0909,0.0047,0.3715,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,601200.0000,79200.0000,168,2025-10-17T21:54:00.683847
85,4,12,0.0909,0.0047,0.3715,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,608400.0000,86400.0000,170,2025-10-17T21:54:00.706211
86,4,13,0.0909,0.0047,0.3715,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,615600.0000,93600.0000,172,2025-10-17T21:54:00.726774
87,4,14,0.0909,0.0047,0.3716,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,622800.0000,100800.0000,174,2025-10-17T21:54:00.747255
88,4,15,0.0909,0.0047,0.3716,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,630000.0000,108000.0000,176,2025-10-17T21:54:00.767015
89,4,16,0.0909,0.0047,0.3716,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,637200.0000,115200.0000,178,2025-10-17T21:54:00.786354
90,4,17,0.0909,0.0047,0.3716,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,644400.0000,122400.0000,180,2025-10-17T21:54:00.806433
91,4,18,0.0909,0.0047,0.3717,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,651600.0000,129600.0000,182,2025-10-17T21:54:00.826664
92,4,19,0.0909,0.0047,0.3717,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,658800.0000,136800.0000,184,2025-10-17T21:54:00.847151
93,4,20,0.0909,0.0047,0.3717,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,666000.0000,144000.0000,186,2025-10-17T21:54:00.867011
94,4,21,0.0909,0.0047,0.3717,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,673200.0000,151200.0000,188,2025-10-17T21:54:00.887054
95,4,22,0.0909,0.0047,0.3718,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,680400.0000,158400.0000,190,2025-10-17T21:54:00.907478
96,4,23,0.0909,0.0047,0.3718,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,687600.0000,165600.0000,192,2025-10-17T21:54:00.928223
97,5,0,0.0000,0.0042,0.3718,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,694800.0000,0.0000,194,2025-10-17T21:54:00.950951
98,5,1,0.0000,0.0042,0.3718,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,702000.0000,7200.0000,196,2025-10-17T21:54:00.971010
99,5,2,0.0000,0.0042,0.3719,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,709200.0000,14400.0000,198,2025-10-17T21:54:00.991462
100,5,3,0.0000,0.0042,0.3719,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,716400.0000,21600.0000,200,2025-10-17T21:54:01.011976
101,5,4,0.0000,0.0042,0.3719,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,723600.0000,28800.0000,202,2025-10-17T21:54:01.033514
102,5,5,0.0000,0.0042,0.3720,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,730800.0000,36000.0000,204,2025-10-17T21:54:01.054707
103,5,6,0.0000,0.0043,0.3720,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,738000.0000,43200.0000,206,2025-10-17T21:54:01.074142
104,5,7,0.0000,0.0043,0.3720,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,745200.0000,50400.0000,208,2025-10-17T21:54:01.093838
105,5,8,0.0000,0.0043,0.3721,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,752400.0000,57600.0000,210,2025-10-17T21:54:01.113675
106,5,9,0.0000,0.0043,0.3721,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,759600.0000,64800.0000,212,2025-10-17T21:54:01.134126
107,5,10,0.0000,0.0043,0.3721,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,766800.0000,72000.0000,214,2025-10-17T21:54:01.154207
108,5,11,0.0000,0.0043,0.3721,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,774000.0000,79200.0000,216,2025-10-17T21:54:01.174601
109,5,12,0.0000,0.0043,0.3722,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,781200.0000,86400.0000,218,2025-10-17T21:54:01.195091
110,5,13,0.0000,0.0043,0.3722,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,788400.0000,93600.0000,220,2025-10-17T21:54:01.215621
111,5,14,0.0000,0.0044,0.3722,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,795600.0000,100800.0000,222,2025-10-17T21:54:01.236665
112,5,15,0.0000,0.0044,0.3723,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,802800.0000,108000.0000,224,2025-10-17T21:54:01.257115
113,5,16,0.0000,0.0044,0.3723,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,810000.0000,115200.0000,226,2025-10-17T21:54:01.277610
114,5,17,0.0000,0.0044,0.3723,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,817200.0000,122400.0000,228,2025-10-17T21:54:01.298286
115,5,18,0.0000,0.0044,0.3724,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,824400.0000,129600.0000,230,2025-10-17T21:54:01.320553
116,5,19,0.0000,0.0044,0.3724,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,831600.0000,136800.0000,232,2025-10-17T21:54:01.342620
117,5,20,0.0000,0.0044,0.3724,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,838800.0000,144000.0000,234,2025-10-17T21:54:01.363388
118,5,21,0.0000,0.0044,0.3725,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,846000.0000,151200.0000,236,2025-10-17T21:54:01.383638
119,5,22,0.0000,0.0044,0.3725,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,853200.0000,158400.0000,238,2025-10-17T21:54:01.404218
120,5,23,0.0000,0.0045,0.3725,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,860400.0000,165600.0000,240,2025-10-17T21:54:01.424443
121,6,0,0.0636,0.0064,0.3725,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,867600.0000,0.0000,242,2025-10-17T21:54:01.444941
122,6,1,0.0636,0.0064,0.3726,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,874800.0000,7200.0000,244,2025-10-17T21:54:01.465477
123,6,2,0.0636,0.0064,0.3726,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,882000.0000,14400.0000,246,2025-10-17T21:54:01.488030
124,6,3,0.0636,0.0064,0.3726,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,889200.0000,21600.0000,248,2025-10-17T21:54:01.508666
125,6,4,0.0636,0.0064,0.3727,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,896400.0000,28800.0000,250,2025-10-17T21:54:01.529223
126,6,5,0.0636,0.0064,0.3727,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,903600.0000,36000.0000,252,2025-10-17T21:54:01.551144
127,6,6,0.0636,0.0065,0.3727,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,910800.0000,43200.0000,254,2025-10-17T21:54:01.574983
128,6,7,0.0636,0.0065,0.3728,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,918000.0000,50400.0000,256,2025-10-17T21:54:01.597129
129,6,8,0.0636,0.0065,0.3728,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,925200.0000,57600.0000,258,2025-10-17T21:54:01.619141
130,6,9,0.0636,0.0065,0.3728,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,932400.0000,64800.0000,260,2025-10-17T21:54:01.640675
131,6,10,0.0636,0.0065,0.3729,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,939600.0000,72000.0000,262,2025-10-17T21:54:01.660988
132,6,11,0.0636,0.0065,0.3729,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,946800.0000,79200.0000,264,2025-10-17T21:54:01.681545
133,6,12,0.0636,0.0065,0.3729,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,954000.0000,86400.0000,266,2025-10-17T21:54:01.702169
134,6,13,0.0636,0.0066,0.3730,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,961200.0000,93600.0000,268,2025-10-17T21:54:01.722914
135,6,14,0.0636,0.0066,0.3730,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,968400.0000,100800.0000,270,2025-10-17T21:54:01.744124
136,6,15,0.0636,0.0066,0.3730,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,975600.0000,108000.0000,272,2025-10-17T21:54:01.764554
137,6,16,0.0636,0.0066,0.3731,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,982800.0000,115200.0000,274,2025-10-17T21:54:01.785336
138,6,17,0.0636,0.0066,0.3731,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,990000.0000,122400.0000,276,2025-10-17T21:54:01.806040
139,6,18,0.0636,0.0066,0.3731,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,997200.0000,129600.0000,278,2025-10-17T21:54:01.827918
140,6,19,0.0636,0.0067,0.3732,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1004400.0000,136800.0000,280,2025-10-17T21:54:01.848643
141,6,20,0.0636,0.0067,0.3732,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1011600.0000,144000.0000,282,2025-10-17T21:54:01.870584
142,6,21,0.0636,0.0067,0.3732,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1018800.0000,151200.0000,284,2025-10-17T21:54:01.892921
143,6,22,0.0636,0.0067,0.3733,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1026000.0000,158400.0000,286,2025-10-17T21:54:01.915410
144,6,23,0.0636,0.0067,0.3733,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1033200.0000,165600.0000,288,2025-10-17T21:54:01.936879
145,7,0,0.2091,0.0053,0.3733,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1040400.0000,0.0000,290,2025-10-17T21:54:01.957953
146,7,1,0.2091,0.0053,0.3734,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1047600.0000,7200.0000,292,2025-10-17T21:54:01.978501
147,7,2,0.2091,0.0053,0.3734,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1054800.0000,14400.0000,294,2025-10-17T21:54:01.999010
148,7,3,0.2091,0.0053,0.3734,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1062000.0000,21600.0000,296,2025-10-17T21:54:02.021004
149,7,4,0.2091,0.0053,0.3735,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1069200.0000,28800.0000,298,2025-10-17T21:54:02.043328
150,7,5,0.2091,0.0053,0.3735,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1076400.0000,36000.0000,300,2025-10-17T21:54:02.065617
151,7,6,0.2091,0.0053,0.3735,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1083600.0000,43200.0000,302,2025-10-17T21:54:02.086297
152,7,7,0.2091,0.0053,0.3736,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1090800.0000,50400.0000,304,2025-10-17T21:54:02.107236
153,7,8,0.2091,0.0054,0.3736,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1098000.0000,57600.0000,306,2025-10-17T21:54:02.129855
154,7,9,0.2091,0.0054,0.3736,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1105200.0000,64800.0000,308,2025-10-17T21:54:02.150742
155,7,10,0.2091,0.0054,0.3737,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1112400.0000,72000.0000,310,2025-10-17T21:54:02.173255
156,7,11,0.2091,0.0054,0.3737,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1119600.0000,79200.0000,312,2025-10-17T21:54:02.195243
157,7,12,0.2091,0.0055,0.3737,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1126800.0000,86400.0000,314,2025-10-17T21:54:02.215860
158,7,13,0.2091,0.0055,0.3738,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1134000.0000,93600.0000,316,2025-10-17T21:54:02.238641
159,7,14,0.2091,0.0055,0.3738,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1141200.0000,100800.0000,318,2025-10-17T21:54:02.259413
160,7,15,0.2091,0.0055,0.3738,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1148400.0000,108000.0000,320,2025-10-17T21:54:02.281498
161,7,16,0.2091,0.0056,0.3738,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1155600.0000,115200.0000,322,2025-10-17T21:54:02.303834
162,7,17,0.2091,0.0056,0.3739,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1162800.0000,122400.0000,324,2025-10-17T21:54:02.326697
163,7,18,0.2091,0.0056,0.3739,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,1170000.0000,129600.0000,326,2025-10-17T21:54:02.348970
